floor_category,yearmon,sales_date,flat_lease_status,floor,project_name,area_sqft,unit_price_psf,type_of_sale,property_type,completion_status,postal_district,planning_region,planning_area
"11-20 floor",201901,2019-01-01,Non-Freehold,11,"PARC ESTA",700,1722,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-01,Freehold,3,"THE ADDITION",950,1739,"New Sale","Non-landed Properties",Uncompleted,13,"Central Region","Toa Payoh"
NULL,201901,2019-01-01,Freehold,NULL,"BELGRAVIA GREEN",3150,863,"New Sale","Terrace House",Uncompleted,28,"North East Region",Serangoon
"1-10 floor",201901,2019-01-01,Non-Freehold,3,"PARC ESTA",550,1763,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-02,Non-Freehold,8,"PARC ESTA",500,1808,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-02,Non-Freehold,3,"PARC ROSEWOOD",600,1095,Resale,"Executive Condominium",Completed,25,"North Region",Woodlands
NULL,201901,2019-01-02,Non-Freehold,NULL,"SERANGOON GARDEN ESTATE",2650,1343,Resale,"Terrace House",Completed,19,"North East Region",Serangoon
"1-10 floor",201901,2019-01-02,Non-Freehold,1,"MAYFAIR GARDENS",700,2087,"New Sale","Executive Condominium",Uncompleted,21,"Central Region","Bukit Timah"
"1-10 floor",201901,2019-01-02,Freehold,3,"THE NAVIAN",900,1667,"New Sale","Non-landed Properties",Uncompleted,14,"East Region",Bedok
"1-10 floor",201901,2019-01-02,Non-Freehold,7,"PARC ESTA",450,1783,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-02,Non-Freehold,5,"THE HILLFORD",400,1205,Resale,"Non-landed Properties",Completed,21,"Central Region","Bukit Timah"
"11-20 floor",201901,2019-01-02,Freehold,11,"THE MARBELLA",1100,1658,Resale,"Executive Condominium",Completed,10,"Central Region","Bukit Timah"
"1-10 floor",201901,2019-01-02,Non-Freehold,5,"LE QUEST",1150,1351,"New Sale","Non-landed Properties",Uncompleted,23,"West Region","Bukit Batok"
NULL,201901,2019-01-02,Freehold,NULL,"HAPPY ESTATE",7400,946,Resale,"Semi-Detached House",Completed,20,"North East Region","Ang Mo Kio"
"1-10 floor",201901,2019-01-02,Non-Freehold,4,"HEDGES PARK CONDOMINIUM",500,1125,Resale,"Executive Condominium",Completed,17,"East Region","Pasir Ris"
"1-10 floor",201901,2019-01-02,Freehold,3,"THE SEAWIND",900,1757,Resale,"Executive Condominium",Completed,15,"East Region",Bedok
"11-20 floor",201901,2019-01-02,Freehold,11,"NOVA 88",1250,1323,Resale,"Non-landed Properties",Completed,12,"Central Region",Novena
"1-10 floor",201901,2019-01-02,Non-Freehold,3,"DOVER PARKVIEW",950,1063,Resale,"Executive Condominium",Completed,5,"Central Region",Queenstown
"1-10 floor",201901,2019-01-02,Non-Freehold,9,"DUO RESIDENCES",1000,2026,"Sub Sale","Non-landed Properties",Completed,7,"Central Region","Downtown Core"
"31 - 50 floor",201901,2019-01-02,Non-Freehold,36,ICON,1250,1682,Resale,"Non-landed Properties",Completed,2,"Central Region","Downtown Core"
"21 - 30 floor",201901,2019-01-02,Non-Freehold,25,"CLOVER BY THE PARK",1750,1235,Resale,"Executive Condominium",Completed,20,"Central Region",Bishan
"1-10 floor",201901,2019-01-02,Non-Freehold,6,"RIVERSOUND RESIDENCE",1200,1001,Resale,"Executive Condominium",Completed,19,"North East Region",Sengkang
"1-10 floor",201901,2019-01-02,Non-Freehold,4,"THE TRE VER",500,1524,"New Sale","Executive Condominium",Uncompleted,13,"Central Region","Toa Payoh"
NULL,201901,2019-01-02,Freehold,NULL,"DYNASTY GARDEN",1150,1314,Resale,"Executive Condominium",Completed,10,"Central Region","Bukit Timah"
"11-20 floor",201901,2019-01-02,Non-Freehold,16,QUINTERRA,1800,1416,Resale,"Non-landed Properties",Completed,10,"Central Region","Bukit Timah"
"1-10 floor",201901,2019-01-02,Non-Freehold,2,"KENT RIDGE HILL RESIDENCES",450,1731,"New Sale","Non-landed Properties",Uncompleted,5,"Central Region",Queenstown
NULL,201901,2019-01-02,Freehold,NULL,"OPERA ESTATE",3000,1620,Resale,"Detached House",Completed,15,"East Region",Bedok
"21 - 30 floor",201901,2019-01-02,Freehold,22,"GRAMERCY PARK",2600,3007,Resale,"Executive Condominium",Completed,10,"Central Region",Tanglin
"11-20 floor",201901,2019-01-02,Non-Freehold,18,"HAZEL PARK CONDOMINIUM",1350,1169,Resale,"Executive Condominium",Completed,23,"West Region","Bukit Panjang"
"1-10 floor",201901,2019-01-02,Non-Freehold,2,"WHISTLER GRAND",750,1361,"New Sale","Non-landed Properties",Uncompleted,5,"West Region",Clementi
"11-20 floor",201901,2019-01-02,Non-Freehold,11,"THE TRE VER",500,1649,"New Sale","Executive Condominium",Uncompleted,13,"Central Region","Toa Payoh"
"1-10 floor",201901,2019-01-02,Non-Freehold,2,PRIVE,800,952,Resale,"Executive Condominium",Completed,19,"North East Region",Punggol
"21 - 30 floor",201901,2019-01-02,Non-Freehold,22,"H2O RESIDENCES",750,1174,Resale,"Executive Condominium",Completed,28,"North East Region",Sengkang
"1-10 floor",201901,2019-01-02,Non-Freehold,9,"THE FLORAVALE",1300,642,Resale,"Executive Condominium",Completed,22,"West Region","Jurong West"
"1-10 floor",201901,2019-01-02,Non-Freehold,1,TERRASSE,800,1164,Resale,"Executive Condominium",Completed,19,"North East Region",Hougang
"1-10 floor",201901,2019-01-02,Non-Freehold,2,"MAYFAIR GARDENS",1050,1900,"New Sale","Executive Condominium",Uncompleted,21,"Central Region","Bukit Timah"
"1-10 floor",201901,2019-01-02,Freehold,1,"THE QUINN",1150,1402,Resale,"Non-landed Properties",Completed,19,"North East Region",Serangoon
"1-10 floor",201901,2019-01-02,Non-Freehold,9,"THE ESPARIS",1200,767,Resale,"Executive Condominium",Completed,18,"East Region","Pasir Ris"
"1-10 floor",201901,2019-01-02,Freehold,2,NORTHWOOD,1350,877,Resale,"Executive Condominium",Completed,27,"North Region",Mandai
"1-10 floor",201901,2019-01-02,Non-Freehold,9,"THE CHUAN",1300,1546,Resale,"Executive Condominium",Completed,19,"North East Region",Serangoon
"1-10 floor",201901,2019-01-02,Non-Freehold,6,"SANT RITZ",1100,1542,Resale,"Executive Condominium",Completed,13,"Central Region","Toa Payoh"
"1-10 floor",201901,2019-01-02,Freehold,9,"CHANGI GREEN",1350,1152,Resale,"Executive Condominium",Completed,16,"East Region",Tampines
"1-10 floor",201901,2019-01-02,Freehold,5,"MERIDIAN 38",1950,1174,Resale,"Non-landed Properties",Completed,15,"East Region",Bedok
"21 - 30 floor",201901,2019-01-02,Freehold,22,"THE MARBELLA",2950,1119,Resale,"Executive Condominium",Completed,10,"Central Region","Bukit Timah"
"1-10 floor",201901,2019-01-02,Non-Freehold,2,"NIN RESIDENCE",450,1539,Resale,"Non-landed Properties",Completed,13,"Central Region","Toa Payoh"
"1-10 floor",201901,2019-01-02,Non-Freehold,6,"RIVERFRONT RESIDENCES",450,1305,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Hougang
NULL,201901,2019-01-02,Non-Freehold,NULL,"SERANGOON GARDEN ESTATE",4750,1130,Resale,"Detached House",Completed,19,"North East Region",Serangoon
"1-10 floor",201901,2019-01-02,Non-Freehold,1,"THE SHORE RESIDENCES",700,1286,Resale,"Executive Condominium",Completed,15,"Central Region","Marine Parade"
"1-10 floor",201901,2019-01-02,Non-Freehold,7,"RIVERWALK APARTMENTS",1600,1301,Resale,"Non-landed Properties",Completed,1,"Central Region","Singapore River"
"1-10 floor",201901,2019-01-03,Non-Freehold,5,"THE CENTREPOINT",750,2558,Resale,"Non-landed Properties",Completed,9,"Central Region",Orchard
"11-20 floor",201901,2019-01-03,Non-Freehold,11,"COMPASS HEIGHTS",1300,884,Resale,"Non-landed Properties",Completed,19,"North East Region",Sengkang
"11-20 floor",201901,2019-01-03,Non-Freehold,17,"THE SCALA",1800,1162,Resale,"Non-landed Properties",Completed,19,"North East Region",Serangoon
"1-10 floor",201901,2019-01-03,Freehold,2,CASCADALE,1500,928,Resale,"Executive Condominium",Completed,16,"East Region",Tampines
"1-10 floor",201901,2019-01-03,Non-Freehold,3,"PARC ESTA",700,1677,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-03,Non-Freehold,7,"CASTLE GREEN",1150,868,Resale,"Executive Condominium",Completed,26,"North East Region","Ang Mo Kio"
"11-20 floor",201901,2019-01-03,Non-Freehold,12,"BAYSHORE PARK",950,1121,Resale,"Executive Condominium",Completed,16,"East Region",Bedok
"1-10 floor",201901,2019-01-03,Non-Freehold,3,"HEDGES PARK CONDOMINIUM",500,1133,Resale,"Executive Condominium",Completed,17,"East Region","Pasir Ris"
"11-20 floor",201901,2019-01-03,Non-Freehold,15,"RIVERFRONT RESIDENCES",600,1408,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Hougang
"11-20 floor",201901,2019-01-03,Non-Freehold,18,RIVERBAY,800,1349,Resale,"Non-landed Properties",Completed,12,"Central Region",Kallang
"31 - 50 floor",201901,2019-01-03,Freehold,30,"MIRAGE TOWER",1500,1791,Resale,"Executive Condominium",Completed,9,"Central Region","Singapore River"
"1-10 floor",201901,2019-01-03,Non-Freehold,7,D'NEST,1450,1090,Resale,"Executive Condominium",Completed,18,"East Region","Pasir Ris"
"11-20 floor",201901,2019-01-03,Freehold,17,"8 SAINT THOMAS",550,3240,Resale,"Executive Condominium",Completed,9,"Central Region","River Valley"
"1-10 floor",201901,2019-01-03,Non-Freehold,8,CARABELLE,1300,1356,Resale,"Executive Condominium",Completed,5,"West Region",Clementi
"1-10 floor",201901,2019-01-03,Freehold,3,"3 CUSCADEN",750,3359,"New Sale","Non-landed Properties",Uncompleted,10,"Central Region","River Valley"
"1-10 floor",201901,2019-01-03,Freehold,6,"THE TESSARINA",2250,1174,Resale,"Executive Condominium",Completed,10,"Central Region","Bukit Timah"
"11-20 floor",201901,2019-01-03,Non-Freehold,13,TREVISTA,1300,1327,Resale,"Executive Condominium",Completed,12,"Central Region","Toa Payoh"
"1-10 floor",201901,2019-01-03,Non-Freehold,1,"PARC ROSEWOOD",500,1028,Resale,"Executive Condominium",Completed,25,"North Region",Woodlands
"11-20 floor",201901,2019-01-03,Non-Freehold,10,"H2O RESIDENCES",1200,1104,Resale,"Executive Condominium",Completed,28,"North East Region",Sengkang
"1-10 floor",201901,2019-01-03,Non-Freehold,3,"ESPARINA RESIDENCES",850,1050,Resale,"Executive Condominium",Completed,19,"North East Region",Sengkang
"1-10 floor",201901,2019-01-03,Non-Freehold,8,WATERVIEW,800,1056,Resale,"Executive Condominium",Completed,18,"East Region",Tampines
"11-20 floor",201901,2019-01-03,Non-Freehold,12,"COSTA DEL SOL",1550,1281,Resale,"Executive Condominium",Completed,16,"East Region",Bedok
"1-10 floor",201901,2019-01-03,Non-Freehold,9,"PARK COLONIAL",1250,1752,"New Sale","Executive Condominium",Uncompleted,13,"Central Region","Toa Payoh"
"11-20 floor",201901,2019-01-03,Non-Freehold,15,"WHISTLER GRAND",1050,1375,"New Sale","Non-landed Properties",Uncompleted,5,"West Region",Clementi
"21 - 30 floor",201901,2019-01-03,Non-Freehold,29,"COMMONWEALTH TOWERS",700,1916,"Sub Sale","Executive Condominium",Completed,3,"Central Region",Queenstown
"1-10 floor",201901,2019-01-03,Non-Freehold,4,"LOYANG VALLEY",1850,683,Resale,"Executive Condominium",Completed,17,"East Region","Pasir Ris"
NULL,201901,2019-01-03,Non-Freehold,NULL,"TANAH MERAH GREEN",2250,982,Resale,"Terrace House",Completed,16,"East Region",Bedok
"1-10 floor",201901,2019-01-03,Non-Freehold,2,"KENT RIDGE HILL RESIDENCES",650,1699,"New Sale","Non-landed Properties",Uncompleted,5,"Central Region",Queenstown
"11-20 floor",201901,2019-01-03,Non-Freehold,12,"KOVAN RESIDENCES",1300,1245,Resale,"Executive Condominium",Completed,19,"North East Region",Hougang
"1-10 floor",201901,2019-01-03,Freehold,1,"HAIG TEN",1100,1036,Resale,"Non-landed Properties",Completed,15,"Central Region",Geylang
"1-10 floor",201901,2019-01-03,Non-Freehold,5,"THE POIZ RESIDENCES",1500,1268,"New Sale","Non-landed Properties",Completed,13,"Central Region","Toa Payoh"
"11-20 floor",201901,2019-01-03,Non-Freehold,14,"EAST MEADOWS",1350,950,Resale,"Executive Condominium",Completed,16,"East Region",Bedok
NULL,201901,2019-01-03,Freehold,NULL,N.A.,2050,1098,Resale,"Terrace House",Completed,19,"North East Region",Hougang
"11-20 floor",201901,2019-01-03,Non-Freehold,14,"RIO VISTA",1250,865,Resale,"Executive Condominium",Completed,19,"North East Region",Hougang
NULL,201901,2019-01-03,Freehold,NULL,"MIMOSA TERRACE",1650,1553,Resale,"Terrace House",Completed,28,"North East Region",Serangoon
"11-20 floor",201901,2019-01-03,Non-Freehold,11,"THE CREST",1300,2077,Resale,"Executive Condominium",Completed,3,"Central Region","Bukit Merah"
NULL,201901,2019-01-03,Freehold,NULL,"SHELFORD VILLAS",2150,2214,Resale,"Semi-Detached House",Completed,11,"Central Region","Bukit Timah"
"1-10 floor",201901,2019-01-03,Freehold,5,"JADE GARDEN",3100,1403,Resale,"Non-landed Properties",Completed,10,"Central Region",Tanglin
NULL,201901,2019-01-03,Freehold,NULL,"THE SPRINGSIDE",1950,1557,Resale,"Terrace House",Completed,26,"North Region",Yishun
"11-20 floor",201901,2019-01-03,Non-Freehold,13,"THE INTERLACE",1850,1273,Resale,"Executive Condominium",Completed,4,"Central Region","Bukit Merah"
"11-20 floor",201901,2019-01-04,Non-Freehold,13,"THE PALETTE",750,1062,Resale,"Executive Condominium",Completed,18,"East Region","Pasir Ris"
NULL,201901,2019-01-04,Non-Freehold,NULL,"THE GREENWOOD",3000,946,Resale,"Terrace House",Completed,11,"Central Region","Bukit Timah"
"1-10 floor",201901,2019-01-04,Non-Freehold,4,"CARIBBEAN AT KEPPEL BAY",1200,1626,Resale,"Executive Condominium",Completed,4,"Central Region","Bukit Merah"
"1-10 floor",201901,2019-01-04,Non-Freehold,4,"STRATFORD COURT",2100,784,Resale,"Executive Condominium",Completed,16,"East Region",Bedok
NULL,201901,2019-01-04,Freehold,NULL,"ROYALE MANSIONS",1200,1042,Resale,"Non-landed Properties",Completed,15,"Central Region","Marine Parade"
"11-20 floor",201901,2019-01-04,Non-Freehold,13,"AFFINITY AT SERANGOON",700,1354,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Serangoon
"11-20 floor",201901,2019-01-04,Non-Freehold,15,"THE GARDENS AT BISHAN",900,1099,Resale,"Executive Condominium",Completed,20,"Central Region",Bishan
"1-10 floor",201901,2019-01-04,Non-Freehold,9,"EIGHT RIVERSUITES",800,1410,Resale,"Executive Condominium",Completed,12,"Central Region",Kallang
"1-10 floor",201901,2019-01-04,Non-Freehold,1,SPRINGHILL,3000,458,Resale,"Terrace House",Completed,27,"North Region",Sembawang
"1-10 floor",201901,2019-01-04,Freehold,8,"EMILY RESIDENCE",950,1193,Resale,"Non-landed Properties",Completed,9,"Central Region",Rochor
NULL,201901,2019-01-04,Freehold,NULL,N.A.,3500,847,Resale,"Semi-Detached House",Completed,16,"East Region",Bedok
"11-20 floor",201901,2019-01-04,Non-Freehold,12,"RIVER ISLES",1200,1002,Resale,"Executive Condominium",Completed,19,"North East Region",Punggol
"1-10 floor",201901,2019-01-04,Non-Freehold,3,"VILLA MARINA",1250,1032,Resale,"Executive Condominium",Completed,15,"East Region",Bedok
"1-10 floor",201901,2019-01-04,Non-Freehold,1,"SELETAR PARK RESIDENCE",650,1119,Resale,"Executive Condominium",Completed,28,"North East Region",Serangoon
"1-10 floor",201901,2019-01-04,Non-Freehold,5,"THE CREST",1900,1989,Resale,"Executive Condominium",Completed,3,"Central Region","Bukit Merah"
"1-10 floor",201901,2019-01-04,Non-Freehold,1,ARCHIPELAGO,1550,1052,Resale,"Executive Condominium",Completed,16,"East Region",Bedok
"21 - 30 floor",201901,2019-01-04,Freehold,20,"8 SAINT THOMAS",550,3297,Resale,"Executive Condominium",Completed,9,"Central Region","River Valley"
"1-10 floor",201901,2019-01-04,Non-Freehold,7,GARDENVISTA,850,1352,Resale,"Executive Condominium",Completed,21,"Central Region","Bukit Timah"
"1-10 floor",201901,2019-01-04,Freehold,9,"8 RODYK",1250,1956,Resale,"Non-landed Properties",Completed,9,"Central Region","Singapore River"
"11-20 floor",201901,2019-01-04,Non-Freehold,12,"RIVERFRONT RESIDENCES",450,1344,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Hougang
"1-10 floor",201901,2019-01-04,Freehold,3,SUITES@CHANGI,400,1430,Resale,"Non-landed Properties",Completed,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-04,Non-Freehold,9,"PARC ESTA",850,1626,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-04,Non-Freehold,8,"ESPARINA RESIDENCES",850,1110,Resale,"Executive Condominium",Completed,19,"North East Region",Sengkang
NULL,201901,2019-01-04,Non-Freehold,NULL,"THE VILLAS @ SENTOSA COVE",2350,2100,Resale,"Terrace House",Completed,4,"Central Region","Southern Islands"
"11-20 floor",201901,2019-01-04,Freehold,16,CRADELS,450,1604,Resale,"Non-landed Properties",Completed,12,"Central Region",Novena
"11-20 floor",201901,2019-01-04,Non-Freehold,10,"V ON SHENTON",450,2386,"Sub Sale","Non-landed Properties",Completed,1,"Central Region","Downtown Core"
"1-10 floor",201901,2019-01-04,Non-Freehold,8,"THE MINTON",1000,1040,Resale,"Executive Condominium",Completed,19,"North East Region",Hougang
"1-10 floor",201901,2019-01-04,Non-Freehold,5,"RIVERFRONT RESIDENCES",600,1317,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Hougang
"11-20 floor",201901,2019-01-04,Non-Freehold,16,PRIVE,1050,1010,Resale,"Executive Condominium",Completed,19,"North East Region",Punggol
"1-10 floor",201901,2019-01-04,Freehold,6,"DAHLIA PARK CONDOMINIUM",1300,836,Resale,"Executive Condominium",Completed,17,"East Region","Pasir Ris"
"11-20 floor",201901,2019-01-04,Non-Freehold,11,"Q BAY RESIDENCES",1100,1139,Resale,"Executive Condominium",Completed,18,"East Region",Tampines
"1-10 floor",201901,2019-01-04,Non-Freehold,5,"AFFINITY AT SERANGOON",750,1503,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Serangoon
"11-20 floor",201901,2019-01-05,Non-Freehold,16,"STIRLING RESIDENCES",650,1760,"New Sale","Non-landed Properties",Uncompleted,3,"Central Region",Queenstown
"1-10 floor",201901,2019-01-05,Non-Freehold,5,"STIRLING RESIDENCES",700,1703,"New Sale","Non-landed Properties",Uncompleted,3,"Central Region",Queenstown
"11-20 floor",201901,2019-01-05,Non-Freehold,13,"LE QUEST",1000,1456,"New Sale","Non-landed Properties",Uncompleted,23,"West Region","Bukit Batok"
"21 - 30 floor",201901,2019-01-05,Non-Freehold,21,"CITY GATE",900,1967,"New Sale","Non-landed Properties",Completed,7,"Central Region",Kallang
"11-20 floor",201901,2019-01-05,Non-Freehold,14,"PARC ESTA",500,1800,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-05,Non-Freehold,4,"MAYFAIR GARDENS",550,2005,"New Sale","Executive Condominium",Uncompleted,21,"Central Region","Bukit Timah"
"21 - 30 floor",201901,2019-01-05,Non-Freehold,20,"WHISTLER GRAND",750,1440,"New Sale","Non-landed Properties",Uncompleted,5,"West Region",Clementi
"11-20 floor",201901,2019-01-05,Non-Freehold,10,"WHISTLER GRAND",950,1339,"New Sale","Non-landed Properties",Uncompleted,5,"West Region",Clementi
"1-10 floor",201901,2019-01-06,Non-Freehold,5,"PARC ESTA",750,1687,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"11-20 floor",201901,2019-01-06,Non-Freehold,16,"PARC ESTA",400,1887,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-06,Non-Freehold,6,"WHISTLER GRAND",600,1309,"New Sale","Non-landed Properties",Uncompleted,5,"West Region",Clementi
"11-20 floor",201901,2019-01-06,Non-Freehold,10,"PARK COLONIAL",1000,1685,"New Sale","Executive Condominium",Uncompleted,13,"Central Region","Toa Payoh"
"11-20 floor",201901,2019-01-06,Non-Freehold,11,"PARC ESTA",600,1773,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-06,Non-Freehold,7,"RIVERFRONT RESIDENCES",450,1311,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Hougang
"11-20 floor",201901,2019-01-06,Non-Freehold,15,"PARC ESTA",500,1806,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-06,Non-Freehold,2,"MAYFAIR GARDENS",550,1974,"New Sale","Executive Condominium",Uncompleted,21,"Central Region","Bukit Timah"
"1-10 floor",201901,2019-01-06,Non-Freehold,6,"PARK COLONIAL",1050,1871,"New Sale","Executive Condominium",Uncompleted,13,"Central Region","Toa Payoh"
"1-10 floor",201901,2019-01-06,Non-Freehold,2,"PARC ESTA",700,1671,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"11-20 floor",201901,2019-01-06,Non-Freehold,12,JADESCAPE,750,1725,"New Sale","Executive Condominium",Uncompleted,20,"Central Region",Bishan
"11-20 floor",201901,2019-01-06,Non-Freehold,10,"PARC ESTA",650,1655,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"11-20 floor",201901,2019-01-06,Non-Freehold,18,"THE TRE VER",750,1682,"New Sale","Executive Condominium",Uncompleted,13,"Central Region","Toa Payoh"
"21 - 30 floor",201901,2019-01-06,Non-Freehold,28,"WHISTLER GRAND",600,1502,"New Sale","Non-landed Properties",Uncompleted,5,"West Region",Clementi
"1-10 floor",201901,2019-01-06,Non-Freehold,8,"PARC ESTA",750,1709,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-06,Non-Freehold,9,"AFFINITY AT SERANGOON",450,1484,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Serangoon
"1-10 floor",201901,2019-01-06,Non-Freehold,4,"MAYFAIR GARDENS",1150,1805,"New Sale","Executive Condominium",Uncompleted,21,"Central Region","Bukit Timah"
"11-20 floor",201901,2019-01-06,Non-Freehold,10,"PARC ESTA",650,1721,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-06,Freehold,4,"CASA AL MARE",800,1640,"New Sale","Non-landed Properties",Uncompleted,17,"East Region","Pasir Ris"
"11-20 floor",201901,2019-01-06,Non-Freehold,12,"PARC ESTA",600,1780,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"11-20 floor",201901,2019-01-06,Non-Freehold,15,"PARC ESTA",600,1800,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"11-20 floor",201901,2019-01-06,Non-Freehold,19,"MARGARET VILLE",850,1786,"New Sale","Non-landed Properties",Uncompleted,3,"Central Region",Queenstown
"1-10 floor",201901,2019-01-07,Freehold,7,"368 THOMSON",1700,1503,Resale,"Executive Condominium",Completed,11,"Central Region",Novena
"1-10 floor",201901,2019-01-07,Freehold,3,"CHANGI GREEN",1450,1069,Resale,"Executive Condominium",Completed,16,"East Region",Tampines
"1-10 floor",201901,2019-01-07,Non-Freehold,6,"PARC ESTA",1400,1601,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"11-20 floor",201901,2019-01-07,Freehold,13,"HAIG COURT",1400,1358,Resale,"Executive Condominium",Completed,15,"Central Region","Marine Parade"
NULL,201901,2019-01-07,Non-Freehold,NULL,EUHABITAT,3400,828,Resale,"Terrace House",Completed,14,"East Region",Bedok
"1-10 floor",201901,2019-01-07,Freehold,7,"THE HILLSIDE",1300,1247,Resale,"Executive Condominium",Completed,21,"West Region","Bukit Batok"
"11-20 floor",201901,2019-01-07,Non-Freehold,10,"HILLION RESIDENCES",450,1642,Resale,"Non-landed Properties",Completed,23,"West Region","Bukit Panjang"
"11-20 floor",201901,2019-01-07,Freehold,16,"REGENCY PARK",3650,1781,Resale,"Executive Condominium",Completed,10,"Central Region",Tanglin
"1-10 floor",201901,2019-01-07,Non-Freehold,1,D'NEST,550,1179,Resale,"Executive Condominium",Completed,18,"East Region","Pasir Ris"
"11-20 floor",201901,2019-01-07,Non-Freehold,14,"NIN RESIDENCE",1250,1293,Resale,"Non-landed Properties",Completed,13,"Central Region","Toa Payoh"
"1-10 floor",201901,2019-01-07,Non-Freehold,4,"KENT RIDGE HILL RESIDENCES",500,1740,"New Sale","Non-landed Properties",Uncompleted,5,"Central Region",Queenstown
"1-10 floor",201901,2019-01-07,Non-Freehold,7,SUNGLADE,1250,1171,Resale,"Executive Condominium",Completed,19,"North East Region",Serangoon
"11-20 floor",201901,2019-01-07,Non-Freehold,14,"BOATHOUSE RESIDENCES",900,1083,Resale,"Executive Condominium",Completed,19,"North East Region",Hougang
"11-20 floor",201901,2019-01-07,Non-Freehold,17,PRIVE,800,990,Resale,"Executive Condominium",Completed,19,"North East Region",Punggol
"1-10 floor",201901,2019-01-07,Non-Freehold,7,"HERITAGE VIEW",1200,1176,Resale,"Executive Condominium",Completed,5,"Central Region",Queenstown
"1-10 floor",201901,2019-01-07,Freehold,4,"THE BROOKS I",1400,1256,Resale,"Non-landed Properties",Completed,26,"North Region",Yishun
NULL,201901,2019-01-07,Non-Freehold,NULL,"VILLA VERDE",1600,941,Resale,"Terrace House",Completed,23,"West Region","Choa Chu Kang"
"1-10 floor",201901,2019-01-07,Freehold,8,"KIM KEAT LODGE",1250,1008,Resale,"Non-landed Properties",Completed,12,"Central Region",Novena
"1-10 floor",201901,2019-01-07,Non-Freehold,8,"BOATHOUSE RESIDENCES",600,1060,Resale,"Executive Condominium",Completed,19,"North East Region",Hougang
"11-20 floor",201901,2019-01-07,Non-Freehold,11,"PARC ESTA",750,1719,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"11-20 floor",201901,2019-01-07,Freehold,18,"NEW FUTURA",1850,3689,Resale,"Executive Condominium",Completed,9,"Central Region","River Valley"
"1-10 floor",201901,2019-01-07,Freehold,2,"STELLAR RV",600,1565,Resale,"Non-landed Properties",Completed,10,"Central Region",Tanglin
"11-20 floor",201901,2019-01-07,Non-Freehold,10,RIVERBAY,950,1307,Resale,"Non-landed Properties",Completed,12,"Central Region",Kallang
"1-10 floor",201901,2019-01-07,Freehold,9,SUNHAVEN,1900,686,Resale,"Executive Condominium",Completed,16,"East Region",Tampines
"1-10 floor",201901,2019-01-07,Non-Freehold,6,"THE LINEAR",1250,978,Resale,"Non-landed Properties",Completed,23,"West Region","Bukit Panjang"
"11-20 floor",201901,2019-01-07,Freehold,11,"HAIG COURT",1400,1344,Resale,"Executive Condominium",Completed,15,"Central Region","Marine Parade"
"11-20 floor",201901,2019-01-07,Non-Freehold,10,8@WOODLEIGH,1100,1394,Resale,"Executive Condominium",Completed,13,"Central Region","Toa Payoh"
"11-20 floor",201901,2019-01-08,Freehold,12,"THE INFINITI",1250,1105,Resale,"Executive Condominium",Completed,5,"West Region",Clementi
"11-20 floor",201901,2019-01-08,Non-Freehold,11,"AQUARIUS BY THE PARK",1200,912,Resale,"Executive Condominium",Completed,16,"East Region",Bedok
"31 - 50 floor",201901,2019-01-08,Non-Freehold,36,"V ON SHENTON",1500,2062,"New Sale","Non-landed Properties",Completed,1,"Central Region","Downtown Core"
